company_name,job_title,salary,industry,detail_url,representative,headquarters,company_url
株式会社電通総研セキュアソリューション,プロジェクトマネージャー（製造業ソリューション）,600万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/17802,藪口 一郎,"〒108-0075 東京都港区港南二丁目17番1号
京王品川ビル",https://www.isid-ao.co.jp/
株式会社電通総研セキュアソリューション,【東京/大阪/名古屋】インフラ系プロジェクトマネージャー,300万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/17801,藪口 一郎,"〒108-0075 東京都港区港南二丁目17番1号
京王品川ビル",https://www.isid-ao.co.jp/
株式会社feat,【東京・神奈川】回路設計エンジニア/大手メーカー,360万円 - 660万円,N/A,https://willof.jp/techcareer/detail/17500,,,
株式会社feat,【東海限定】機械設計開発エンジニア /大手メーカー,360万円 - 660万円,N/A,https://willof.jp/techcareer/detail/17501,,,
株式会社feat,【東京・神奈川】Web・業務系アプリケーション開発/業務経験浅い方OK,300万円 - 660万円,N/A,https://willof.jp/techcareer/detail/17498,,,
株式会社インゲージ,【バックエンドエンジニア】Ruby/自社サービス/資金調達,400万円 - 800万円,N/A,https://willof.jp/techcareer/detail/16122,和田 哲也,〒530-0012 大阪府大阪市北区芝田1丁目14-8 梅田北プレイス 14F,https://ingage.co.jp/
エヌアイシィ株式会社（NIC）,【東京/インフラ】未経験ITエンジニア職【入社月選択：4月/7月/10月/1月】,291万円 - 350万円,N/A,https://willof.jp/techcareer/detail/12305,,,
エヌアイシィ株式会社（NIC）,【東京/開発】未経験ITエンジニア職【入社月選択：4月/7月/10月/1月】,291万円 - 350万円,N/A,https://willof.jp/techcareer/detail/11584,,,
株式会社 ウェブレッジ,PMO / 東京/大規模な業務／システム改革PJ/PMO立ち上げ/運営支援,500万円 - 1200万円,N/A,https://willof.jp/techcareer/detail/25356,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,サイバーセキュリティエンジニア（脆弱性診断） / 東京,500万円 - 800万円,N/A,https://willof.jp/techcareer/detail/25358,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,サイバーセキュリティエンジニア（ポテンシャル枠）/ 東京・郡山,300万円 - 500万円,N/A,https://willof.jp/techcareer/detail/25362,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,サイバーセキュリティエンジニア（実務未経験可）SOC/郡山,300万円 - 500万円,N/A,https://willof.jp/techcareer/detail/25360,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
エヌアイシィ株式会社（NIC）,大阪/インフラ】未経験ITエンジニア職【入社月選択：4月/7月/10月/1月】,291万円 - 350万円,N/A,https://willof.jp/techcareer/detail/13717,,,
株式会社 ウェブレッジ,【マネージャー候補】QAエンジニア / プロジェクトリーダー（大阪）,420万円 - 800万円,N/A,https://willof.jp/techcareer/detail/14675,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,QAエンジニア/ITコンサル候補/多様な業界、業種の大規模プロジェクト/ 東京,400万円 - 800万円,N/A,https://willof.jp/techcareer/detail/14677,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
エヌアイシィ株式会社（NIC）,【大阪/開発】未経験ITエンジニア職【入社月選択：4月/7月/10月/1月】,291万円 - 350万円,N/A,https://willof.jp/techcareer/detail/19809,,,
エヌアイシィ株式会社（NIC）,【大阪】アプリエンジニア,360万円 - 700万円,N/A,https://willof.jp/techcareer/detail/19810,,,
エヌアイシィ株式会社（NIC）,【大阪】サーバーエンジニア,360万円 - 700万円,N/A,https://willof.jp/techcareer/detail/19811,,,
エヌアイシィ株式会社（NIC）,【大阪】ネットワークエンジニア,456万円 - 700万円,N/A,https://willof.jp/techcareer/detail/19812,,,
エヌアイシィ株式会社（NIC）,【大阪】情報セキュリティ・システム監査エンジニア,360万円 - 700万円,N/A,https://willof.jp/techcareer/detail/19813,,,
株式会社 ウェブレッジ,プロジェクトマネージャー/PM（東京/郡山/大阪）,720万円 - 1200万円,N/A,https://willof.jp/techcareer/detail/20282,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【オープンポジション】QAエンジニア（東京/郡山/大阪）,300万円 - 800万円,N/A,https://willof.jp/techcareer/detail/14664,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【マネージャー候補】QAエンジニア / プロジェクトリーダー（福島）,420万円 - 800万円,N/A,https://willof.jp/techcareer/detail/14672,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,QAマネージャー / プロジェクトマネージャー（福島）,720万円 - 1200万円,N/A,https://willof.jp/techcareer/detail/14671,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【マネージャー候補】QAエンジニア / プロジェクトリーダー（東京）IoT,420万円 - 800万円,N/A,https://willof.jp/techcareer/detail/14670,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【リーダー候補】QAエンジニア / テストデザイナー設計（大阪）,400万円 - 600万円,N/A,https://willof.jp/techcareer/detail/14667,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【リーダー候補】テストエンジニア / テストデザイナー設計（福島）,400万円 - 600万円,N/A,https://willof.jp/techcareer/detail/14674,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,システムエンジニア【東京】,300万円 - 480万円,N/A,https://willof.jp/techcareer/detail/14676,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【リーダー候補】QAエンジニア / テストデザイナー設計（東京）,400万円 - 600万円,N/A,https://willof.jp/techcareer/detail/14666,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,QAマネージャー / プロジェクトマネージャー（東京）,720万円 - 1200万円,N/A,https://willof.jp/techcareer/detail/14665,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社 ウェブレッジ,【マネージャー候補】プロジェクトリーダー/PL（東京/郡山/大阪）,420万円 - 800万円,N/A,https://willof.jp/techcareer/detail/21559,佐藤 保,福島県郡山市駅前2丁目11番1号　ビッグアイ18階,https://webrage.jp/
株式会社インプル,セールス【大阪】,350万円 - 600万円,N/A,https://willof.jp/techcareer/detail/24508,西嶋　裕二,〒060-0063　北海道札幌市中央区南3条西10丁目1001番地5 福山南三条ビル 2,https://www.impl.co.jp/
株式会社ＫＩＳ,金融システムのインフラ運用保守◆基本設計～結合テスト◆将来的に上流から携われる,408万円 - 449万円,流通/小売,https://willof.jp/techcareer/detail/23833,,,
Sola株式会社,【開発エンジニア】幅広い技術を武器とするフルスタックエンジニアへ（第二新卒歓迎）,420万円 - 600万円,N/A,https://willof.jp/techcareer/detail/19652,吉村 慶介,東京都千代田区外神田6-14-3 VORT末広町II 9F,https://www.sola-air.com/
Sola株式会社,【未経験エンジニア】実務経験不問！IT基礎から習得しエンジニアのプロへ◎,360万円 - 560万円,N/A,https://willof.jp/techcareer/detail/19648,吉村 慶介,東京都千代田区外神田6-14-3 VORT末広町II 9F,https://www.sola-air.com/
Sola株式会社,インフラエンジニア/リーダー候補,480万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/19667,吉村 慶介,東京都千代田区外神田6-14-3 VORT末広町II 9F,https://www.sola-air.com/
Sola株式会社,【システムエンジニア】開発エンジニア/リーダー候補,480万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/19666,吉村 慶介,東京都千代田区外神田6-14-3 VORT末広町II 9F,https://www.sola-air.com/
Sola株式会社,インフラエンジニア（第二新卒歓迎）,420万円 - 600万円,N/A,https://willof.jp/techcareer/detail/19664,吉村 慶介,東京都千代田区外神田6-14-3 VORT末広町II 9F,https://www.sola-air.com/
Sola株式会社,【インフラエンジニア】官公庁案件多数！上流工程を担える人材育成に強み◎,420万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/19651,吉村 慶介,東京都千代田区外神田6-14-3 VORT末広町II 9F,https://www.sola-air.com/
株式会社Globee,【バックエンドエンジニア】EdTech/リモート推奨/残業10h以下,700万円 - 1000万円,教育,https://willof.jp/techcareer/detail/16424,,,
株式会社インゲート,【PMO・ITコンサル】,400万円 - 700万円,N/A,https://willof.jp/techcareer/detail/24760,,,
株式会社インゲート,【ネットワークエンジア】,350万円 - 650万円,N/A,https://willof.jp/techcareer/detail/24761,,,
株式会社インゲート,【開発エンジニア】,330万円 - 700万円,N/A,https://willof.jp/techcareer/detail/11429,,,
日本ディクス株式会社,【東京】Webエンジニア　上流案件あり,350万円 - 600万円,N/A,https://willof.jp/techcareer/detail/21491,戸邊　光男,〒108-0075　東京都港区港南一丁目7-18 A-PLACE品川東 本館4階,https://ndics.co.jp/
大宇宙ジャパン株式会社,【社内SE（インフラ）】　チーム常駐/海外案件あり/微経験,400万円 - 600万円,N/A,https://willof.jp/techcareer/detail/26008,,,
日本システム技術株式会社,【開発エンジニア】（SE）,350万円 - 696万円,N/A,https://willof.jp/techcareer/detail/21120,平林 武昭,"〒108-8288 
東京都港区港南二丁目16番2号（太陽生命品川ビル27階）",https://www.jast.jp/
HEROZ株式会社,【Webアプリエンジニア】プロダクト開発担当 / AI革命を推進,500万円 - 1100万円,N/A,https://willof.jp/techcareer/detail/13742,林 隆弘・髙橋 知裕,〒108-0014 東京都港区芝5-31-17 PMO田町2F,https://heroz.co.jp/
ロゴスウェア株式会社,【茨城バックエンドエンジニア】　月残業時間10時間以下/自社プロダクト/Go言語,500万円 - 660万円,N/A,https://willof.jp/techcareer/detail/19903,石神　優,〒110-0015　東京都台東区東上野1-9-6 ウエノU-PALビル4F,https://www.logosware.com/
日本コンピュータシステム株式会社,クラウドエンジニア,400万円 - 600万円,N/A,https://willof.jp/techcareer/detail/25185,栗田　昭平,東京都港区西新橋二丁目三番一号 マークライト虎ノ門5階,https://www.ncsx.co.jp/
株式会社サンブリッジ,CI事業部Salesforceコンサルタント（未経験）,400万円 - 800万円,N/A,https://willof.jp/techcareer/detail/18961,,,
株式会社Goofy,＜CTO直下＞Salesforce導入支援・エンジニア,600万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/18935,,,
株式会社スカイウイル,【急募】Web開発エンジニア【リモート可】リーダー候補,500万円 - 800万円,N/A,https://willof.jp/techcareer/detail/25707,長谷川　恵三,〒141-0001　東京都品川区北品川5-9-11 大崎MTビル10F,https://www.skywill.jp/
株式会社スカイウイル,生成AIエンジニア（経験者）,450万円 - 900万円,N/A,https://willof.jp/techcareer/detail/25706,長谷川　恵三,〒141-0001　東京都品川区北品川5-9-11 大崎MTビル10F,https://www.skywill.jp/
株式会社エニトグループ,【Omiai】サーバーサイドエンジニア,650万円 - 1200万円,N/A,https://willof.jp/techcareer/detail/23553,,,
株式会社トランザクション・メディア・ネットワークス,プロジェクト品質管理部門のマネージャー候補【キャッシュレス決済×新規事業】,500万円 - 1000万円,N/A,https://willof.jp/techcareer/detail/25704,大高敦,"〒103-0027
 東京都中央区日本橋二丁目11番2号
太陽生命日本橋ビル18階",https://www.tm-nets.com/company/overview/
ワークスアイディ株式会社,【名古屋】DX営業,400万円 - 600万円,N/A,https://willof.jp/techcareer/detail/18126,,,
ジャパニアス株式会社,【首都圏】法人営業,350万円 - 600万円,N/A,https://willof.jp/techcareer/detail/22651,日坂 良,〒220-8118　神奈川県横浜市西区みなとみらい2-2-1　横浜ランドマークタワー18F,https://jna.co.jp/company/info
ジャパニアス株式会社,【仙台】システムエンジニア（WEB・オープン・アプリ開発）,300万円 - 900万円,N/A,https://willof.jp/techcareer/detail/25694,日坂 良,〒220-8118　神奈川県横浜市西区みなとみらい2-2-1　横浜ランドマークタワー18F,https://jna.co.jp/company/info
株式会社ヴィンクス,大阪■≪自社勤務≫小売業界向け基幹システムエンジニア（MD)＿流通小売業界,400万円 - 900万円,その他,https://willof.jp/techcareer/detail/19947,渋谷 正樹,〒130-0013　東京都墨田区錦糸1-2-4 アルカウエスト,https://www.vinx.co.jp/
株式会社ヴィンクス,〇大阪〇システムエンジニア≪自社勤務≫東証スタンダード/流通小売業界支援,400万円 - 800万円,その他,https://willof.jp/techcareer/detail/19950,渋谷 正樹,〒130-0013　東京都墨田区錦糸1-2-4 アルカウエスト,https://www.vinx.co.jp/
株式会社ヴィンクス,東京【プロジェクトマネージャー】東証スタンダード/流通小売業界トップシェア,500万円 - 900万円,その他,https://willof.jp/techcareer/detail/19948,渋谷 正樹,〒130-0013　東京都墨田区錦糸1-2-4 アルカウエスト,https://www.vinx.co.jp/
